alpha,lambda,cvm,cvsd
0.25,1.14170646139846,0.922253910838446,0.0185565643467809
0.25,0.946066807959328,0.852217667376281,0.0167061102917886
0.25,0.783951423053198,0.768035910059121,0.0148520891012545
0.25,0.649615680982178,0.690002775785544,0.0146623403048366
0.25,0.538299339178956,0.624729951245596,0.0154381416901591
0.25,0.446057857043094,0.570208529283611,0.0163930321723687
0.25,0.369622619513808,0.524961366835152,0.0173209285275632
0.25,0.306285112343734,0.487440075015764,0.0182125786945375
0.25,0.25380094477662,0.455478408911754,0.0190970576953266
0.25,0.210310318632837,0.423277195329413,0.0204297323293654
0.25,0.174272125591867,0.393892118256277,0.0217248405834805
0.25,0.144409337381724,0.367696973840243,0.0230741108084773
0.25,0.119663753754099,0.344232766850987,0.0241553502478169
0.25,0.0991585047209971,0.323675096442057,0.0250760310043833
0.25,0.0821669783041314,0.30573968249929,0.0259128490121267
0.25,0.0680870727390261,0.290327090467449,0.026804624357211
0.25,0.0564198607500252,0.277395314388373,0.027721835282801
0.25,0.0467519098559761,0.265899510834702,0.0283771011143846
0.25,0.0387406322193083,0.256029545029908,0.0289574892860398
0.25,0.0321021449043511,0.247695763271427,0.0294774784370739
0.25,0.0266012103681244,0.242948128156223,0.0306102906696099
0.25,0.0220429007207334,0.240418699230447,0.0321079390385004
0.25,0.018265690374989,0.238641182639925,0.0337259279914693
0.25,0.015135732320436,0.236332872915066,0.0350645469177483
0.25,0.0125421151991924,0.235224504090822,0.0363314808305228
0.25,0.0103929331161217,0.233342509915514,0.0374029569626616
0.25,0.00861202891543633,0.234662583437976,0.0401030547068089
0.25,0.00713629552039188,0.233669083569352,0.0410006890069524
0.25,0.00591343970792799,0.233259987841298,0.042452718472664
0.25,0.00490012907668645,0.236397213890467,0.0464347962673908
0.25,0.00406045654545132,0.236222690072261,0.0476785577557065
0.25,0.00336466797087874,0.237634735762689,0.0494753630002774
0.25,0.0027881077971243,0.239686086404106,0.0517764700682171
0.25,0.00231034537602685,0.241986615299872,0.054381916084504
0.25,0.00191445099864288,0.245052104003209,0.0572546496351337
0.25,0.00158639598400986,0.24821842242204,0.0603533346108735
0.25,0.00131455556703547,0.256458808936325,0.0675540821606684
0.25,0.00108929697013983,0.260881894004438,0.0714240865086259
0.25,0.000902638061798875,0.265819727002795,0.0757057764391415
0.25,0.000747964506413198,0.27154097505372,0.0804921689089041
0.25,0.000619795382591118,0.277614064497853,0.0856060857492932
0.25,0.000513588964432834,0.289444650342475,0.0961240039804345
0.25,0.00042558178359519,0.295326540794171,0.101101069135674
0.25,0.00035265526923476,0.301110804936284,0.105953185800846
0.25,0.000292225240160507,0.30686867558852,0.110709467033802
0.25,0.000242150333304729,0.31240987746321,0.115380899829941
0.25,0.000200656123637316,0.317579705660497,0.119702157035796
0.25,0.000166272246681098,0.322347628652461,0.123632572617829
0.25,0.000137780295538603,0.326673353852694,0.127177959571092
0.25,0.000114170646139846,0.330498665421685,0.130245525253559
0.5,0.570853230699229,0.921798191370111,0.0186925886190426
0.5,0.473033403979664,0.817874890955644,0.0159858392670652
0.5,0.391975711526599,0.712773961813991,0.0143674795410486
0.5,0.324807840491089,0.631982303887325,0.0144139302282296
0.5,0.269149669589478,0.569545155144569,0.0152363905456632
0.5,0.223028928521547,0.518717792535381,0.0164747023200374
0.5,0.184811309756904,0.477919943916716,0.0176828724363195
0.5,0.153142556171867,0.444873329831167,0.0187727765038751
0.5,0.12690047238831,0.415878238625619,0.019761224140801
0.5,0.105155159316419,0.385741720242226,0.0211903242417204
0.5,0.0871360627959333,0.358716571402172,0.022454295359322
0.5,0.072204668690862,0.334836924895758,0.0238122613208958
0.5,0.0598318768770497,0.313955303111578,0.0248918300079327
0.5,0.0495792523604986,0.296130736746453,0.0258699132194276
0.5,0.0410834891520657,0.280843260458343,0.026706124488002
0.5,0.0340435363695131,0.26815302935333,0.0274861981431771
0.5,0.0282099303750126,0.257619588455234,0.028254564908159
0.5,0.023375954927988,0.24809557183685,0.0287510762391999
0.5,0.0193703161096541,0.24008265957263,0.0291332133882074
0.5,0.0160510724521756,0.233951211384091,0.0295829072000295
0.5,0.0133006051840622,0.230592507144699,0.0304529953195403
0.5,0.0110214503603667,0.228752899502001,0.0317363012034348
0.5,0.00913284518749452,0.227124310680082,0.0329892065451741
0.5,0.00756786616021802,0.226470825307541,0.0340697108922847
0.5,0.00627105759959619,0.225851350513123,0.0351466748712295
0.5,0.00519646655806083,0.225364652161499,0.0362729168139107
0.5,0.00430601445771816,0.227711128379076,0.0388181567380521
0.5,0.00356814776019594,0.228124947692654,0.040109416321525
0.5,0.002956719853964,0.23023770387748,0.0432430179212419
0.5,0.00245006453834322,0.231167149251079,0.0445961491948059
0.5,0.00203022827272566,0.233154012631678,0.0465967316924945
0.5,0.00168233398543937,0.235313913523102,0.0491204192310224
0.5,0.00139405389856215,0.238938998032153,0.052291337376158
0.5,0.00115517268801342,0.243154244553845,0.0558608020737438
0.5,0.000957225499321442,0.247720714557644,0.0597328032307319
0.5,0.00079319799200493,0.252612085130356,0.0638953076649602
0.5,0.000657277783517733,0.258165600158701,0.0685559767633419
0.5,0.000544648485069915,0.264347747459087,0.0737304335887291
0.5,0.000451319030899438,0.271048146640345,0.0792852391555943
0.5,0.000373982253206599,0.277722751315089,0.0849999754287607
0.5,0.000309897691295559,0.284639721950545,0.0907967762791315
0.5,0.000256794482216417,0.291239152533732,0.0964934802181042
0.5,0.000212790891797595,0.303498175040997,0.107457656784167
0.5,0.00017632763461738,0.309504219356705,0.112600214123046
0.5,0.000146112620080253,0.315143843033452,0.11737442391755
0.5,0.000121075166652364,0.320296775827458,0.121691305165684
0.5,0.000100328061818658,0.324943480668754,0.125563828694535
0.5,8.31361233405491e-05,0.329135911024051,0.129007137600246
0.5,6.88901477693016e-05,0.332722049215562,0.131875590369184
0.5,5.70853230699231e-05,0.335869562612049,0.134382202849405
0.75,0.380568820466153,0.921355462832269,0.0188249593110328
0.75,0.315355602653109,0.78692804954368,0.0152619392950366
0.75,0.261317141017733,0.681441496128008,0.0142986528553882
0.75,0.216538560327393,0.600311732756059,0.0145775571795099
0.75,0.179433113059652,0.539125008786235,0.0154047345724755
0.75,0.148685952347698,0.491633163678458,0.0163855599418423
0.75,0.123207539837936,0.454274152864702,0.0174448225292427
0.75,0.102095037447911,0.424218010261595,0.0185379320280852
0.75,0.0846003149255401,0.396841146944948,0.0198916468773886
0.75,0.0701034395442791,0.36737159509354,0.0214638225562724
0.75,0.0580907085306222,0.341652115892337,0.0227751875327076
0.75,0.048136445793908,0.318936899483166,0.0241016951017979
0.75,0.0398879179180332,0.299365952259737,0.025012153829374
0.75,0.0330528349069991,0.283008571950442,0.0257114104072406
0.75,0.0273889927680438,0.269677498593401,0.0264255152632985
0.75,0.0226956909130087,0.258683381599117,0.0271431701789987
0.75,0.0188066202500084,0.249857089101293,0.0278945467308143
0.75,0.015583969951992,0.241392102469131,0.0283170528911173
0.75,0.0129135440731028,0.234412361924848,0.0288901035073623
0.75,0.010700714968117,0.229395709124574,0.0296815815559728
0.75,0.00886707012270814,0.226589702212732,0.0306962212468622
0.75,0.0073476335735778,0.224481797398782,0.0317932543389513
0.75,0.00608856345832968,0.222452558317773,0.0327131554324459
0.75,0.00504524410681201,0.22087131795318,0.0332661434140582
0.75,0.00418070506639746,0.220099692921119,0.0339670008589131
0.75,0.00346431103870722,0.219964031877809,0.0348443339245597
0.75,0.00287067630514544,0.221328676572366,0.036073333542189
0.75,0.00237876517346396,0.22073619142721,0.0368206476931049
0.75,0.00197114656930933,0.223739423155126,0.0395286762780347
0.75,0.00163337635889548,0.22483345171222,0.0406826081498817
0.75,0.00135348551515044,0.226200099775976,0.0423613764419935
0.75,0.00112155599029291,0.229471112341609,0.0447663645024614
0.75,0.0009293692657081,0.233145463581589,0.0477376345905515
0.75,0.000770115125342282,0.241939976643725,0.0553069157413687
0.75,0.000638150332880962,0.247059230077785,0.0590285710974759
0.75,0.00052879866133662,0.252038231745387,0.0629866634769399
0.75,0.000438185189011822,0.257480146803271,0.0673332061022318
0.75,0.00036309899004661,0.263431712763182,0.072163844780196
0.75,0.000300879353932959,0.27537756216992,0.0823899271229684
0.75,0.000249321502137733,0.287813670326352,0.0929725150084075
0.75,0.000206598460863706,0.294073854021127,0.0984229206519971
0.75,0.000171196321477611,0.30022566300667,0.103806265618278
0.75,0.00014186059453173,0.306225362966092,0.109019557748801
0.75,0.000117551756411587,0.31195184586838,0.113933622187894
0.75,9.74084133868357e-05,0.317334691958204,0.118560827247817
0.75,8.07167777682429e-05,0.322260385104603,0.122732047762019
