alpha,lambda,cvm,cvsd
0.25,0.648275667588021,0.789133035971748,0.0931173590805577
0.25,0.53718894676436,0.776994625774951,0.0933770148436461
0.25,0.445137738393706,0.760490216704476,0.0920480633421426
0.25,0.368860169844824,0.744829346433276,0.0905498532069865
0.25,0.305653313935865,0.724034789915908,0.090136294084914
0.25,0.253277409592038,0.700757883898893,0.0915241623309163
0.25,0.209876494985798,0.681717617165241,0.0945856769371098
0.25,0.173912640762054,0.666367673789055,0.0984819498664281
0.25,0.144111452875549,0.651562263758473,0.10261327062811
0.25,0.119416913910912,0.636289689230918,0.106634398719249
0.25,0.0989539626688875,0.62233006828855,0.109824687382035
0.25,0.0819974860109059,0.608330071025063,0.112263176391225
0.25,0.0679466241751902,0.596834904015242,0.114218414419665
0.25,0.0563034790626448,0.586315468202962,0.115250325191309
0.25,0.0466554710118356,0.574951790651052,0.115116694250518
0.25,0.0386607188680888,0.562619359083104,0.113787099912622
0.25,0.0320359252834085,0.548860652886251,0.110889680341216
0.25,0.0265463379578092,0.533801097605206,0.106580786302438
0.25,0.0219974310944965,0.520750250259058,0.102860879500658
0.25,0.0182280122978235,0.510586202099087,0.10009176279283
0.25,0.0151045106540977,0.501194386434498,0.097132010286709
0.25,0.0125162435910247,0.49056987930718,0.0938798360355155
0.25,0.0103714947949914,0.480505628124318,0.0910476678067932
0.25,0.00859426420556956,0.471112029058169,0.0884582975929535
0.25,0.00712157492194892,0.462423192881544,0.085899573747889
0.25,0.00590124159041614,0.454840052592427,0.0838414545614584
0.25,0.00489002119476782,0.446579675456073,0.0819699198471895
0.25,0.00405208072215058,0.440113386611829,0.0804749611634295
0.25,0.00335772740543387,0.432807526547296,0.0785311134988832
0.25,0.00278235654772889,0.426423957866068,0.0764846073604572
0.25,0.00230557964478045,0.419913817511482,0.0740686131412053
0.25,0.00191050190988819,0.414374400945331,0.07248426166764
0.25,0.00158312360015392,0.410048340142164,0.071033301148236
0.25,0.00131184392980324,0.404861899457339,0.0697395840436813
0.25,0.00108704999154474,0.400242420098197,0.0681449698178513
0.25,0.000900776119225295,0.399662126028168,0.0677448492450069
0.25,0.00074642162115613,0.394901719552878,0.0669148136117734
0.25,0.000618516881873505,0.390950694297594,0.0657114720018166
0.25,0.000512529544053094,0.387094536527227,0.0647013876701673
0.25,0.000424703902554103,0.388821414065338,0.0653489817293245
0.25,0.000351927819454638,0.387306970845707,0.0655873228054947
0.25,0.000291622444157594,0.385618089290351,0.0652954606374999
0.25,0.000241650830753409,0.383575679195292,0.0649898754538274
0.25,0.000200242214458143,0.380963437574564,0.0645780866429336
0.25,0.000165929263831158,0.379425609561424,0.0644038949360181
0.25,0.000137496085278787,0.380600486340613,0.0645945928357831
0.25,0.000113935137362078,0.380567010286848,0.0648218625472727
0.25,9.44115281492919e-05,0.380699552117805,0.0650914968230399
0.25,7.82334304750774e-05,0.380958565047503,0.065394425353767
0.25,6.48275667588023e-05,0.381237164716718,0.0656964778668862
0.5,0.324137833794011,0.788988933756219,0.093161563615588
0.5,0.26859447338218,0.764617500333411,0.0936062582409413
0.5,0.222568869196853,0.734512977047805,0.0910500099565292
0.5,0.184430084922412,0.709840802702494,0.0891741650077603
0.5,0.152826656967932,0.683710122869416,0.0895667117752657
0.5,0.126638704796019,0.657440466840183,0.0918226056604103
0.5,0.104938247492899,0.637608658882623,0.0956711485344526
0.5,0.0869563203810271,0.622149494950377,0.100810991268827
0.5,0.0720557264377746,0.605701452524976,0.105097128311041
0.5,0.0597084569554562,0.588889723895694,0.108478479438639
0.5,0.0494769813344438,0.576309711273818,0.111896165702299
0.5,0.0409987430054529,0.564291632311219,0.114269573375111
0.5,0.0339733120875951,0.552625815043444,0.115156004760625
0.5,0.0281517395313224,0.538066427434504,0.11322856736486
0.5,0.0233277355059178,0.521751085978582,0.108969025804479
0.5,0.0193303594340444,0.507452506220484,0.105572664377681
0.5,0.0160179626417043,0.492776131901405,0.101283505678798
0.5,0.0132731689789046,0.478039831296211,0.0957467270007371
0.5,0.0109987155472483,0.466954551505551,0.0915085390210663
0.5,0.00911400614891173,0.459259829290195,0.0886807649117023
0.5,0.00755225532704886,0.451761222501118,0.0864013506600736
0.5,0.00625812179551233,0.443809604720079,0.0840049705043698
0.5,0.00518574739749568,0.436442442687364,0.0813119475891702
0.5,0.00429713210278478,0.430714423022291,0.0789769672944956
0.5,0.00356078746097446,0.42395214163624,0.0766908664487712
0.5,0.00295062079520807,0.418511772150756,0.0749586308236107
0.5,0.00244501059738391,0.413417411534263,0.0732860611190084
0.5,0.00202604036107529,0.408866145353545,0.071929516128738
0.5,0.00167886370271693,0.405931957836932,0.0709496072184347
0.5,0.00139117827386444,0.402432092203301,0.0697683367874039
0.5,0.00115278982239023,0.399402739063441,0.0684958075841741
0.5,0.000955250954944096,0.395344673887468,0.0670109995801346
0.5,0.000791561800076961,0.39132691058642,0.0655127260332493
0.5,0.000655921964901618,0.38762916741744,0.0643894632554028
0.5,0.00054352499577237,0.384139991789314,0.063366997780323
0.5,0.000450388059612647,0.38733121422762,0.0645855319091024
0.5,0.000373210810578065,0.386228778493769,0.0647779290975073
0.5,0.000309258440936752,0.385346845075841,0.0647264369693695
0.5,0.000256264772026547,0.384316238685217,0.064680440308959
0.5,0.000212351951277052,0.381469481193344,0.0643892221855538
0.5,0.000175963909727319,0.378925916719076,0.0640916969840887
0.5,0.000145811222078797,0.379463940063447,0.0644529571901152
0.5,0.000120825415376704,0.380053564506398,0.0648305149651525
0.5,0.000100121107229071,0.380508170639274,0.0651478930316618
0.5,8.29646319155789e-05,0.380917595341327,0.0655709958301217
0.5,6.87480426393936e-05,0.381550756158643,0.0659562521780719
0.5,5.69675686810392e-05,0.382332703477404,0.0663680708792806
0.5,4.7205764074646e-05,0.383120618703236,0.0667849315102615
