alpha,lambda,cvm,cvsd
0.25,0.696685548059026,0.526199338355477,0.0566892572217193
0.25,0.577303444351417,0.511588257806117,0.0575176350933739
0.25,0.478378326905918,0.482872366076183,0.0558943367920815
0.25,0.396404743280904,0.448448152700684,0.0527845851850458
0.25,0.328477925645038,0.418589313948263,0.0502063260452058
0.25,0.272190859128059,0.393999301256621,0.0480086847175981
0.25,0.225548988253574,0.372885818694046,0.0457548446316246
0.25,0.18689953904101,0.354474859227882,0.0436845095743848
0.25,0.154872952276205,0.338443570893411,0.0420191500364638
0.25,0.128334352614346,0.324343727831573,0.0406922535836254
0.25,0.106343333802862,0.31154329319158,0.0397026526468007
0.25,0.088120634997015,0.299328684505147,0.0391226713057724
0.25,0.0730205273296421,0.286863590751896,0.038817006762733
0.25,0.0605079322417459,0.274760371235003,0.0388903918929844
0.25,0.0501394607525037,0.263581345700052,0.0393402946249345
0.25,0.0415477017873933,0.254816555848127,0.0401162098615202
0.25,0.0344282028148451,0.245869945399344,0.0409285720662011
0.25,0.0285286814448967,0.238436205925608,0.0419677825398147
0.25,0.0236400856983872,0.231567881196757,0.0431685583594419
0.25,0.0195891861636339,0.224705020968128,0.0445537841353047
0.25,0.0162324375406002,0.21830413326599,0.0460699095449248
0.25,0.0134508920538334,0.213036378594484,0.0476304248378742
0.25,0.0111459844888576,0.20930279870635,0.0494403551593853
0.25,0.00923603949304225,0.207236954662861,0.0514162639781488
0.25,0.00765337737570991,0.205625201378515,0.0531512255923314
0.25,0.00634191585031157,0.204078798534807,0.0544828299187526
0.25,0.00525518273541325,0.202188862384638,0.0554144521913946
0.25,0.0043546691937309,0.199691100523221,0.0562781298113029
0.25,0.00360846515555805,0.197406715811146,0.0570758231756646
0.25,0.00299012857225113,0.19494197223179,0.0581091698307464
0.25,0.0024777484313022,0.195019560725262,0.0591507331766544
0.25,0.0020531683305506,0.193427656263172,0.0598716023152113
0.25,0.00170134309856487,0.194876333334211,0.0611186399226948
0.25,0.00140980566277197,0.194752222891192,0.0618091763606926
0.25,0.0011682252735856,0.196933646760608,0.0629487999253213
0.25,0.000968041430022897,0.197112856745472,0.0635072775723216
0.25,0.000802160534812388,0.198605086788263,0.0649670222745273
0.25,0.000664704529841534,0.201825427890871,0.0658651516047148
0.25,0.000550802604736958,0.202309204631582,0.0663093368140788
0.25,0.000456418597684815,0.203509338684491,0.0674160762820968
0.25,0.000378207972367992,0.20639744113114,0.0707418156454783
0.25,0.000313399302938761,0.207091472452927,0.0712375778514715
0.25,0.0002596960673979,0.208893029877842,0.0716899707891692
0.25,0.000215195269388053,0.210555199121779,0.0723001501619478
0.25,0.000178320004730927,0.212872851171541,0.0730313520371615
0.25,0.000147763583175696,0.215367715851096,0.0739765425879017
0.25,0.000122443225289652,0.218210427159722,0.0744134651690635
0.25,0.000101461693721288,0.219582407846112,0.0750706241714884
0.25,8.40754992237411e-05,0.220969891283974,0.0759223875786617
0.25,6.96685548059027e-05,0.222988361296407,0.0764930844871571
0.5,0.348342774029513,0.524191434581901,0.0572639796032036
0.5,0.288651722175708,0.500381126345486,0.0586655474807096
0.5,0.239189163452959,0.45991559804348,0.0554247150987192
0.5,0.198202371640452,0.421306223807838,0.0516591539008872
0.5,0.164238962822519,0.39036350446997,0.0488376325234749
0.5,0.13609542956403,0.364811356323919,0.0466687604402913
0.5,0.112774494126787,0.343651382306065,0.0447027410351449
0.5,0.093449769520505,0.325985354697054,0.0430868306902454
0.5,0.0774364761381024,0.311033596269397,0.0418379903786461
0.5,0.0641671763071728,0.297770482559463,0.0408198744094106
0.5,0.0531716669014311,0.286007297061426,0.0400350982518605
0.5,0.0440603174985075,0.27517140434195,0.0396761319607898
0.5,0.036510263664821,0.26445979918014,0.0396234840366096
0.5,0.0302539661208729,0.253505143771577,0.0397174146961491
0.5,0.0250697303762518,0.243059578154316,0.0404412574913715
0.5,0.0207738508936966,0.234270392110942,0.0416242828129912
0.5,0.0172141014074225,0.226356181045112,0.042873416859958
0.5,0.0142643407224483,0.220064669423868,0.0443467670564221
0.5,0.0118200428491936,0.2149211817959,0.0459471106584788
0.5,0.00979459308181696,0.209681392088069,0.0477237305845225
0.5,0.00811621877030011,0.205422174570348,0.0495422426958029
0.5,0.00672544602691672,0.202622282209528,0.0514786013151861
0.5,0.00557299224442879,0.201300811858288,0.0537565978743074
0.5,0.00461801974652113,0.200407797975338,0.0557083787640331
0.5,0.00382668868785495,0.199624029350847,0.0573279453801457
0.5,0.00317095792515578,0.199119599892834,0.0584107046159388
0.5,0.00262759136770662,0.198138554313882,0.0591591291244863
0.5,0.00217733459686545,0.196828981146013,0.0600089357099308
0.5,0.00180423257777902,0.195075620521948,0.0610629717873931
0.5,0.00149506428612557,0.194736271053698,0.061652856106907
0.5,0.0012388742156511,0.194190088474025,0.0628882161643656
0.5,0.0010265841652753,0.195654073834256,0.0635554944883215
0.5,0.000850671549282434,0.196308521124798,0.0646776040601557
0.5,0.000704902831385987,0.198585910350114,0.0654383484144101
0.5,0.000584112636792802,0.199055957286658,0.0664701040009296
0.5,0.000484020715011449,0.199877253147788,0.067074438288602
0.5,0.000401080267406194,0.202978525160343,0.0678317516314236
0.5,0.000332352264920767,0.203975658868827,0.0685847598901326
