alpha,lambda,cvm,cvsd
0.25,0.950620058555029,0.662482381955608,0.196801435855074
0.25,0.787724441252322,0.616614334301824,0.186963852784351
0.25,0.652742165244731,0.549635278162181,0.159816327942237
0.25,0.540890077767565,0.484095531799581,0.131344630648338
0.25,0.448204653850901,0.429585615008247,0.110179055632303
0.25,0.371401547173384,0.384734812168094,0.0946114569187798
0.25,0.307759207892273,0.348029581483361,0.0827201074412539
0.25,0.255022443399414,0.317463680366862,0.0733431958164409
0.25,0.211322504638668,0.291769458501264,0.06596705859148
0.25,0.175110866210382,0.269992566894503,0.0601444501837801
0.25,0.145104353733557,0.250719960677659,0.0555984359698747
0.25,0.120239674031062,0.234042062611484,0.0519099416578465
0.25,0.0996357368962423,0.21953974624431,0.0484946377442774
0.25,0.082562433297122,0.207000270709123,0.0456182278471831
0.25,0.0684147636609571,0.196487301496781,0.0437115437408887
0.25,0.0566913994642134,0.187367179223683,0.0421125006686554
0.25,0.0469769184490384,0.17950265838439,0.0407170002627583
0.25,0.0389270839637795,0.172489792970364,0.0394753970146035
0.25,0.0322566467948934,0.16662837507932,0.0384895581261964
0.25,0.0267292372431146,0.161311432721275,0.037678806288298
0.25,0.0221489892654252,0.156568332319201,0.0370931416086653
0.25,0.0183535998808306,0.152399464870679,0.036696428309297
0.25,0.0152085778971169,0.148778608041148,0.0364635319450661
0.25,0.0126024781598434,0.145791967039115,0.0364183526142216
0.25,0.0104429524472132,0.142988383181555,0.0364037636049049
0.25,0.00865347707264838,0.140159764193991,0.0365628948553282
0.25,0.00717064123631379,0.137634356261485,0.0368620413630824
0.25,0.0059419000372052,0.1360042161661,0.036939419386929
0.25,0.00492371252285507,0.133380299388064,0.0373471679400239
0.25,0.00407999879767796,0.13223444540487,0.0375202239903205
0.25,0.00338086151695165,0.13074465336996,0.0380878494335007
0.25,0.00280152646204451,0.130588572800254,0.038344233281478
0.25,0.00232146465573433,0.131688573600467,0.0388974322006404
0.25,0.00192366490941184,0.130881451369738,0.0392739361144326
0.25,0.00159403102457829,0.133357223525508,0.0397646564817234
0.25,0.00132088228822294,0.137086535056756,0.0404068670564096
0.25,0.0010945395619277,0.139158366070311,0.040830325763442
0.25,0.000906982297594922,0.141542037765244,0.0414183339955543
0.25,0.000751564326009169,0.144108907729266,0.0420627885722244
0.25,0.000622778347082899,0.146376656707684,0.0434248468751083
0.25,0.000516060776400631,0.149850684274284,0.0447041161021256
0.25,0.00042763003271816,0.153227657891729,0.0463809607034438
0.25,0.000354352536067516,0.15540962083014,0.047787280086958
0.25,0.000293631668055076,0.161099247031584,0.0497777642378015
