alpha,lambda,cvm,cvsd
0.25,0.649482081353342,0.565988648354369,0.181519330475478
0.25,0.538188632812065,0.546402618670273,0.182002902357631
0.25,0.445966121012261,0.515707530849048,0.18362108391594
0.25,0.369546603114848,0.486718591470279,0.186898655733651
0.25,0.306222121904117,0.463446575859342,0.190894995218836
0.25,0.253748748204073,0.444476996584316,0.195195607785895
0.25,0.210267066320228,0.428238192457224,0.199568523059956
0.25,0.174236284875614,0.413876845638082,0.20370313210027
0.25,0.144379638231227,0.401752768401106,0.207978273895465
0.25,0.11963914376768,0.392057863742569,0.212333531213912
0.25,0.0991381118336109,0.384128058910779,0.21672987157241
0.25,0.0821500798853811,0.377335691242751,0.220643104228815
0.25,0.068073069986456,0.372064718568506,0.224769407277067
0.25,0.0564082574703079,0.367306357677339,0.229034297616484
0.25,0.0467422948820969,0.362884297598713,0.23379860280952
0.25,0.0387326648406921,0.359212005059862,0.239315049177165
0.25,0.0320955427936423,0.35573938169265,0.244773142167475
0.25,0.0265957395767999,0.35283075631819,0.250460873221866
0.25,0.0220383673890406,0.350131449615929,0.255755002234298
0.25,0.0182619338624448,0.346933687102715,0.259166837518589
0.25,0.0151326195134651,0.344102504406897,0.261444066619631
0.25,0.0125395357941927,0.34357288864327,0.266207991320397
0.25,0.0103907957108104,0.344711092338013,0.27248721744545
0.25,0.00861025776997246,0.347163305679012,0.279554114072336
0.25,0.00713482787350357,0.350089598342528,0.286496749745138
0.25,0.00591222355294089,0.352667263763028,0.292312370463924
0.25,0.00489912131864572,0.355316826088993,0.297843837984116
0.25,0.00405962147403408,0.358990271605913,0.304357837201332
0.25,0.00336397599498403,0.363281921531184,0.311447729902279
0.25,0.00278753439630016,0.367829975502296,0.318601479157476
0.25,0.00230987023157797,0.372787677467759,0.32603819960627
0.25,0.00191405727362926,0.378190493077668,0.333572415762642
0.25,0.00158606972662283,0.383911843133228,0.341367992536418
0.25,0.00131428521620961,0.388987712429883,0.347857109552062
0.25,0.00108907294588185,0.390495332668465,0.349609098804951
0.25,0.000902452425716558,0.397946689364612,0.359238905167494
0.25,0.000747810680415205,0.399911905027634,0.361180961506771
0.25,0.000619667915789603,0.407774126224825,0.370708884136175
0.25,0.00051348333998898,0.408939305064405,0.371533105237387
0.25,0.000425494258663153,0.411368841382676,0.374089601495476
0.25,0.000352582742332383,0.421630614723739,0.387657834791692
0.25,0.000292165141267015,0.422983686915948,0.388124227764306
0.25,0.00024210053279098,0.42454585506831,0.388284328015322
0.25,0.000200614856801514,0.425515983864282,0.388570072992682
0.25,0.000166238051215852,0.426339463329271,0.388921196752414
0.25,0.000137751959713463,0.427465019877021,0.389612042169032
0.25,0.000114147165863131,0.429284908480513,0.391245139835741
0.25,9.4587224034328e-05,0.430840281184128,0.392517810079872
0.25,7.83790196004328e-05,0.433128992157651,0.394797673773879
0.25,6.49482081353343e-05,0.434313588800975,0.395921009294095
0.5,0.324741040676671,0.562791203729476,0.182211046241738
0.5,0.269094316406033,0.534082666474017,0.182589539019277
0.5,0.222983060506131,0.495499348362779,0.185032396033777
0.5,0.184773301557424,0.465473606644675,0.189061704179197
0.5,0.153111060952059,0.443750334510678,0.193651804142638
0.5,0.126874374102036,0.426784108257512,0.19865137629348
0.5,0.105133533160114,0.412810144774454,0.20385668829589
0.5,0.0871181424378068,0.399772703976455,0.209096002572523
0.5,0.0721898191156136,0.388540654041603,0.214161203285935
0.5,0.0598195718838402,0.380408787906013,0.219665256798276
