alpha,lambda,cvm,cvsd
0.25,0.950314698478702,0.861852431424184,0.159429754896596
0.25,0.787471406831955,0.839653861001975,0.158982385921727
0.25,0.65253249010101,0.798900924418945,0.152437551299866
0.25,0.540716331975073,0.736494295360847,0.133740002538793
0.25,0.448060680655639,0.672317394191424,0.111519886791434
0.25,0.371282244825646,0.615264469390771,0.0927176566383307
0.25,0.307660348864035,0.562923570642379,0.0783418919675121
0.25,0.254940524580134,0.515634857660739,0.0685002247138393
0.25,0.21125462320111,0.474364804256735,0.0609549952901429
0.25,0.175054616747739,0.438816325745931,0.0553972870797286
0.25,0.145057743022861,0.40767173981993,0.0508357146556918
0.25,0.120201050402505,0.380944712520494,0.0468668460203855
0.25,0.0996037317055778,0.356904184800633,0.0434435983433503
0.25,0.0825359124271841,0.335499343164239,0.0405332866272641
0.25,0.0683927873337532,0.317155618610291,0.0379487488292294
0.25,0.056673188939502,0.301456025776755,0.035808509981651
0.25,0.0469618284293464,0.288038044116651,0.0341707894775975
0.25,0.0389145797280195,0.276494345594822,0.032900666067427
0.25,0.0322462852503008,0.266457382464676,0.0319451062968884
0.25,0.0267206512240724,0.257438019777034,0.0311530795014832
0.25,0.0221418745227982,0.250257066590948,0.0307220703235036
0.25,0.018347704300772,0.244797321340967,0.0304837841412843
0.25,0.0152036925673096,0.240523776594417,0.0304330730199702
0.25,0.0125984299666055,0.235960137930362,0.0302431891611527
0.25,0.0104395979411436,0.230644211121571,0.0298701363944267
0.25,0.00865069738543726,0.225280724753587,0.0295303295520644
0.25,0.0071683378685955,0.219932902832375,0.0288907340476498
0.25,0.00593999136819222,0.215520492830815,0.0285788817299343
0.25,0.00492213091807169,0.211237651035759,0.0281238969704314
0.25,0.0040786882123047,0.207864552250098,0.0280786674142074
0.25,0.00337977550985388,0.204644620757421,0.0277188977417755
0.25,0.00280062655011167,0.201195926221165,0.0276786136850563
0.25,0.00232071895021499,0.199394138884147,0.0276936358009733
0.25,0.00192304698592256,0.196736101617551,0.0276449754417681
0.25,0.00159351898674471,0.195878061206022,0.0278966942886044
0.25,0.00132045799177273,0.193907896450904,0.0281379902812883
0.25,0.00109418797174068,0.193752731776399,0.0284539678714618
0.25,0.00090669095492744,0.194060942610709,0.0291353338074421
0.25,0.000751322907013336,0.192386300200474,0.0296772763227879
0.25,0.000622578296976773,0.193345239235502,0.0304796929091228
0.25,0.00051589500632598,0.194159145472891,0.0311817540438866
0.25,0.000427492668543845,0.194287255653964,0.0318684742882035
0.25,0.00035423871023722,0.196109085494779,0.0330373465623092
0.25,0.000293537347103437,0.197200778663847,0.0338300465578489
0.25,0.0002432376012402,0.197421022793005,0.0342112524047539
0.25,0.000201557080354202,0.198474030888817,0.0348239936363845
0.25,0.0001670188179532,0.199908274321078,0.0354988366158951
0.25,0.000138398936427652,0.200916517671785,0.0361109473678566
0.25,0.000114683278441548,0.201659852535665,0.0366744905800274
0.25,9.50314698478705e-05,0.202322848098886,0.0372576944936276
0.5,0.475157349239351,0.862635197595949,0.159067409219213
0.5,0.393735703415977,0.823350188052808,0.158570108047256
