alpha,lambda,cvm,cvsd,thresh
0.25,0.000402801331537344,0.286995035478929,0.0330037174068755,1e-04
0.25,0.000333778412274664,0.287309195012103,0.0332225389058416,1e-04
0.25,0.000276583069066311,0.287651843583049,0.0334241023419994,1e-04
0.25,0.000229188561275767,0.2880086477665,0.0336158510877314,1e-04
0.25,0.000189915444922127,0.288377630704404,0.0337978100520912,1e-04
0.25,0.000157372060888203,0.288749226400999,0.0339745387976886,1e-04
0.25,0.000130405220904256,0.289126940377315,0.0341387858283786,1e-04
0.25,0.000108059343844831,0.289453825016408,0.0342787498544502,1e-04
0.5,0.540296719224152,1.06109038479218,0.0524199781234135,1e-04
0.5,0.44771297158219,0.987139241998284,0.0493368684897861,1e-04
0.5,0.370994118214877,0.91020451482247,0.0429699989368932,1e-04
0.5,0.307421594830354,0.837969122743513,0.0378925768494636,1e-04
0.5,0.254742682775634,0.772573263817158,0.0344949053278511,1e-04
0.5,0.211090683019643,0.710306995904471,0.0316989275404354,1e-04
0.5,0.174918768901186,0.656835665258756,0.0296896754392775,1e-04
0.5,0.144945173686606,0.609791671419346,0.028663644263127,1e-04
0.5,0.120107770635573,0.564681994798957,0.0278384574117724,1e-04
0.5,0.0995264361008559,0.524409300897071,0.0268932382241728,1e-04
0.5,0.0824718619829578,0.49017118563726,0.026127046734005,1e-04
0.5,0.068339712396047,0.461327241475639,0.0255381213365983,1e-04
0.5,0.056629208775952,0.437044262265998,0.0250288766770892,1e-04
0.5,0.0469253845846717,0.416384279350528,0.024717800496018,1e-04
0.5,0.0388843807995149,0.398000078061573,0.0245482460253342,1e-04
0.5,0.0322212611264474,0.382494623902009,0.0242499669126496,1e-04
0.5,0.0266999151646943,0.370042106129602,0.0240725977879582,1e-04
0.5,0.0221246917370571,0.358856487500462,0.0239705128662393,1e-04
0.5,0.0183334659095501,0.348538354291593,0.0239363912571916,1e-04
0.5,0.0151918940273264,0.338444179162761,0.0241603881788198,1e-04
0.5,0.0125886531917183,0.328320788576695,0.0245677870018491,1e-04
0.5,0.0104314964872914,0.319791847836388,0.0250523990039794,1e-04
0.5,0.00864398417425307,0.314528673575767,0.0253483023485948,1e-04
0.5,0.00716277501466507,0.306975383018606,0.0263539410544488,1e-04
0.5,0.00593538174948632,0.303109005727187,0.0267515543026399,1e-04
0.5,0.00491831119084543,0.298376138722523,0.0271994529475539,1e-04
0.5,0.00407552302294438,0.293651133176987,0.0285684919306121,1e-04
0.5,0.00337715269856574,0.291637652847461,0.0290282838710667,1e-04
0.5,0.0027984531764932,0.289310088014962,0.0295755933394628,1e-04
0.5,0.00231891799987332,0.287986152981677,0.0301079351807794,1e-04
0.5,0.00192155464143767,0.286777903425085,0.0306101523827606,1e-04
0.5,0.0015922823662727,0.285534907692284,0.030899662499252,1e-04
0.5,0.00131943327515583,0.284946442580188,0.0315175026309377,1e-04
0.5,0.00109333884772186,0.284923606484002,0.0318484573747808,1e-04
0.5,0.000905987334445989,0.285199625871905,0.0321996932343258,1e-04
0.5,0.000750739856986549,0.285538053862114,0.0324391601134669,1e-04
0.5,0.000622095156785863,0.285718873023669,0.0326926929922315,1e-04
0.5,0.000515494655698508,0.285881867762645,0.032896976391097,1e-04
0.5,0.000427160920889782,0.286020636601445,0.0330852536853484,1e-04
0.5,0.00035396380994127,0.286202917354916,0.0332778746399767,1e-04
0.5,0.000293309552959942,0.286385836209584,0.0335014946191693,1e-04
0.5,0.000243048841269494,0.286728774104617,0.0336831331848955,1e-04
0.5,0.000201400665768672,0.287365743614029,0.0338561321008034,1e-04
0.5,0.000166889206137332,0.287801340438565,0.034023600627142,1e-04
0.5,0.000138291534533156,0.288220165587305,0.0341689509300295,1e-04
0.5,0.000114594280637883,0.28861620788874,0.0343073175301084,1e-04
0.5,9.49577224610636e-05,0.288972893544986,0.0344304603510679,1e-04
0.5,7.86860304441013e-05,0.289366082939787,0.0345580723278928,1e-04
0.5,6.52026104521282e-05,0.289725307711695,0.0346749900960499,1e-04
0.5,5.40296719224154e-05,0.290027690497391,0.0347707615354984,1e-04
0.75,0.360197812816101,1.05933611740391,0.0529130577161069,1e-04
0.75,0.298475314388127,0.960056381883522,0.0486699573146476,1e-04
0.75,0.247329412143251,0.865480909422839,0.0407153836114703,1e-04
0.75,0.204947729886903,0.787794750194827,0.03537465337261,1e-04
0.75,0.169828455183756,0.723331271421732,0.0321167856666897,1e-04
0.75,0.140727122013095,0.666808720306248,0.0302155240465579,1e-04
0.75,0.116612512600791,0.615877083902172,0.0286797328688621,1e-04
0.75,0.0966301157910709,0.571750689348121,0.0277035104828687,1e-04
0.75,0.0800718470903822,0.529363550288349,0.0270668320793078,1e-04
0.75,0.0663509574005706,0.491094306818774,0.026185065942194,1e-04
0.75,0.0549812413219719,0.459067498120907,0.0255805677026701,1e-04
0.75,0.0455598082640313,0.432591114781496,0.0250934965518004,1e-04
0.75,0.0377528058506347,0.411153774146225,0.0247412251901575,1e-04
0.75,0.0312835897231145,0.393413335659027,0.0245942527488369,1e-04
0.75,0.0259229205330099,0.377719886553377,0.0243840665800332,1e-04
0.75,0.021480840750965,0.364537714259008,0.0241763184121252,1e-04
0.75,0.0177999434431295,0.354277173208639,0.0241857855808377,1e-04
0.75,0.0147497944913714,0.345353124073291,0.0241861746467952,1e-04
0.75,0.0122223106063667,0.337042520473709,0.0242225510183596,1e-04
0.75,0.010127929351551,0.328647732229109,0.0245377223646226,1e-04
0.75,0.00839243546114553,0.320402965151048,0.0251873032945716,1e-04
0.75,0.00695433099152761,0.313778799455534,0.0258414379565295,1e-04
0.75,0.00576265611616871,0.309273677463594,0.0265781452021742,1e-04
0.75,0.00477518334311005,0.302072959097364,0.0275673692474057,1e-04
0.75,0.00395692116632421,0.299265965362293,0.0281267549461013,1e-04
0.75,0.00327887412723029,0.294538615370423,0.0286757426953879,1e-04
0.75,0.00271701534862959,0.29054539791731,0.0298544349313831,1e-04
0.75,0.00225143513237716,0.289096016386692,0.0302988693131513,1e-04
0.75,0.00186563545099546,0.287627811118697,0.030673850783421,1e-04
0.75,0.00154594533324888,0.287297364290218,0.0313334173539291,1e-04
0.75,0.00128103642762511,0.285853546082426,0.0321301759683383,1e-04
0.75,0.00106152157751513,0.285376168630012,0.032365438356655,1e-04
0.75,0.000879622183437218,0.285034170112132,0.0327136515230522,1e-04
0.75,0.000728892565147908,0.284794973849216,0.0328888095997767,1e-04
0.75,0.000603991556297326,0.285186945211211,0.0330893788300512,1e-04
0.75,0.000500493237991033,0.285798920421761,0.0332441132546191,1e-04
0.75,0.000414730104523909,0.286250992276571,0.0333670601250748,1e-04
0.75,0.000343663103799005,0.286659848030303,0.0334789519129575,1e-04
0.75,0.000284773947259855,0.28705401047977,0.0336455117942663,1e-04
0.75,0.00023597587329418,0.287576839504304,0.0339318142681522,1e-04
0.75,0.000195539701973295,0.287885707293218,0.0341121487909574,1e-04
0.75,0.000162032560846329,0.28845385573885,0.034370965519862,1e-04
0.75,0.000134267110512448,0.288894111929604,0.0345001953027227,1e-04
0.75,0.000111259470758221,0.289178499785022,0.0346027386199496,1e-04
0.75,9.2194356355437e-05,0.289447839934368,0.0347035168368321,1e-04
0.75,7.63961870919223e-05,0.289791122585987,0.0348174821533499,1e-04
0.75,6.33051483073757e-05,0.290148150581348,0.0349296807431418,1e-04
0.75,5.24573536294009e-05,0.290504571344305,0.0350358955311179,1e-04
0.75,4.34684069680855e-05,0.290855753243596,0.0351367812214043,1e-04
0.75,3.60197812816102e-05,0.291178977974672,0.0352270047883963,1e-04
