alpha,lambda,cvm,cvsd
0.25,1.0016708449496,0.672329648549037,0.105789449122438
0.25,0.830027306446735,0.600227722888487,0.0951663146844381
0.25,0.687796128759127,0.519758295422208,0.0798004425917978
0.25,0.569937291293681,0.453658155479704,0.068281084050441
0.25,0.472274417410884,0.401858652058504,0.0605640440000844
0.25,0.391346782791685,0.359846418674547,0.0551695364172121
0.25,0.324286683240262,0.326200724125626,0.050956827339425
0.25,0.268717816400059,0.300527143292822,0.0476037182278884
0.25,0.222671076497201,0.280120381730215,0.0449669276876186
0.25,0.184514778263178,0.263809803237475,0.0429234894411236
0.25,0.152896837492667,0.250345616213337,0.0412899495476702
0.25,0.126696859380636,0.239482331429265,0.0400221174455344
0.25,0.10498643686915,0.230652912219889,0.0391473143513381
0.25,0.086996252159386,0.222562313779047,0.0382397951549998
0.25,0.0720888156173189,0.215052733497723,0.0373756162022143
0.25,0.0597358760649452,0.208313792889134,0.036549983066318
0.25,0.04949970198136,0.202197249981193,0.0357274725412187
0.25,0.0410175703053147,0.196910493722652,0.0350550603443228
0.25,0.0339889131935579,0.192627768346376,0.034612383141559
0.25,0.028164667275027,0.188806849361808,0.0343652282347412
0.25,0.023338447987308,0.185326574419417,0.0344341317280067
0.25,0.0193392362543277,0.182571686262496,0.0346650502663193
0.25,0.0160253183546779,0.180477294413264,0.0350938755485308
0.25,0.0132792642372994,0.178936227419247,0.0356398405264541
0.25,0.0110037663390658,0.178133635250227,0.0363521814474263
0.25,0.00911819145104854,0.178175098664114,0.0373439404391556
0.25,0.00755572344741674,0.179283784564531,0.0385897426538874
0.25,0.00626099562839057,0.18082079491938,0.0400403760828405
0.25,0.00518812877834062,0.182743513479458,0.0417261960552398
0.25,0.00429910541681135,0.186123520291065,0.0438942825561306
0.25,0.00356242263338116,0.188641568920338,0.0451473224583599
0.25,0.00295197576900525,0.193532100508859,0.0485272738676337
0.25,0.00244613338662835,0.198286736878148,0.0515932992793337
0.25,0.00202697075226813,0.20223033529629,0.0529407341563002
0.25,0.00167963466465481,0.208729908030278,0.0563452600838596
0.25,0.00139181712590241,0.212606648218817,0.0573982597198396
0.25,0.00115331920251441,0.221882197601582,0.0602429604753543
0.25,0.000955689621958096,0.228119262215934,0.0606444690259054
0.25,0.000791925298327802,0.233545270459003,0.063088719603893
