alpha,lambda,cvm,cvsd,thresh
0.5,0.00273939295991921,0.270247587295428,0.139782485164674,0.005
0.5,0.00226997817824605,0.273498810811932,0.142069924669094,0.005
0.5,0.00188100101194143,0.275980832471482,0.144292961855925,0.005
0.5,0.00155867789427762,0.278248022005303,0.146300667803201,0.005
0.5,0.00129158717230151,0.280633440112204,0.148290418855244,0.005
0.5,0.00107026437583946,0.283513633495351,0.150452801487146,0.005
0.5,0.000886866840083199,0.286348587943549,0.152463765271427,0.005
0.5,0.000734895797519414,0.289164619167864,0.154148442417684,0.005
0.5,0.000608966091415742,0.292063718419781,0.155759732108111,0.005
0.5,0.00050461535056522,0.295318300019348,0.157320161422758,0.005
0.5,0.000418145863317402,0.297998034595462,0.158809019137125,0.005
0.5,0.000346493547637048,0.301292162980328,0.161335697494849,0.005
0.5,0.00028711937409022,0.305000751857816,0.163375660583882,0.005
0.5,0.000237919394286422,0.307607560877232,0.164825851643335,0.005
0.5,0.000197150186597407,0.309441649347144,0.165985565528515,0.005
0.5,0.000163367077290894,0.31139362407464,0.167263983442356,0.005
0.5,0.000135372947919492,0.313346069970789,0.168485498270171,0.005
0.5,0.000112175814933521,0.315150560500384,0.169658495676554,0.005
0.5,9.29536783337465e-05,0.316788725027197,0.1707195907539,0.005
0.5,7.70253937615181e-05,0.31835947393132,0.17158911636631,0.005
0.5,6.38265358667683e-05,0.320228963979753,0.172724397515276,0.005
0.5,5.28893976623478e-05,0.321431161138857,0.17333366139732,0.005
0.5,4.3826417133542e-05,0.322448890786265,0.173801727751866,0.005
0.5,3.63164438178243e-05,0.323007446608273,0.174169424910862,0.005
0.75,0.242109625452161,0.667504970657519,0.0666889248665684,0.005
0.75,0.200622391369488,0.600793860922231,0.0634422607355037,0.005
0.75,0.16624429468115,0.541684436562401,0.0615099500743084,0.005
0.75,0.13775713331586,0.487813117806128,0.063424712513111,0.005
0.75,0.114151452931366,0.445458799636491,0.0664200146014349,0.005
0.75,0.0945907764824383,0.414797585732524,0.0694529043543305,0.005
0.75,0.0783819633108854,0.38997179761809,0.0725066127988415,0.005
0.75,0.0649506474197262,0.369442288802885,0.075537509720419,0.005
0.75,0.0538208845765889,0.350832999230079,0.0793327226620883,0.005
0.75,0.0445982870330365,0.333403314638317,0.0830954318190004,0.005
0.75,0.0369560482316245,0.316921842314904,0.0866935998436342,0.005
0.75,0.0306233622804048,0.302135738830226,0.0905173004814988,0.005
0.75,0.0253758278341682,0.289877335134926,0.094209014880447,0.005
0.75,0.0210274963399882,0.280215683000525,0.0978863356625624,0.005
0.75,0.0174242828733596,0.272477860576767,0.101584013703542,0.005
0.75,0.014438506075185,0.266239512533298,0.105324668042267,0.005
0.75,0.0119643637100205,0.261796236266849,0.109213952481837,0.005
0.75,0.00991418352011338,0.259899515261014,0.113192462153665,0.005
0.75,0.00821531652269697,0.258715690169892,0.117207388785566,0.005
0.75,0.00680756266324652,0.257462647867521,0.120848863578744,0.005
0.75,0.00564103760165462,0.257356254227602,0.124612682078126,0.005
0.75,0.00467440504001262,0.258291130562848,0.128382533279834,0.005
0.75,0.00387341195380197,0.259734354151778,0.131812817536346,0.005
0.75,0.00320967482180695,0.261498843186157,0.134901467639444,0.005
0.75,0.00265967384430397,0.264050577423055,0.138123316011991,0.005
0.75,0.00220391950923312,0.267327260902518,0.141371588431383,0.005
0.75,0.00182626197327947,0.270865433931556,0.144616309941937,0.005
0.75,0.00151331878549737,0.274563288039645,0.147622670746558,0.005
0.75,0.00125400067462762,0.278226752339213,0.150319050155017,0.005
0.75,0.00103911859618508,0.281611848967196,0.15277083513176,0.005
0.75,0.00086105811486767,0.284325467794286,0.153966925489897,0.005
0.75,0.000713509583892974,0.287236723428711,0.155731847547495,0.005
0.75,0.000591244560055466,0.290389010401765,0.157520344359911,0.005
0.75,0.000489930531679609,0.293649969579748,0.15909924874171,0.005
0.75,0.000405977394277161,0.29707906420898,0.160569922079144,0.005
0.75,0.000336410233710146,0.299619693066491,0.161864013213258,0.005
0.75,0.000278763908878268,0.302115630762855,0.16307548633104,0.005
0.75,0.000230995698424699,0.305047638409853,0.164402793860545,0.005
0.75,0.000191412916060147,0.307549960639181,0.166090155494489,0.005
0.75,0.000158612929524281,0.309510883481593,0.167185175058737,0.005
0.75,0.000131433457731605,0.311276712652809,0.168109450074035,0.005
0.75,0.000108911384860596,0.31305671925385,0.169048920589016,0.005
0.75,9.0248631946328e-05,0.315241027626191,0.170549618563344,0.005
0.75,7.47838766223471e-05,0.316856032289885,0.171377364512509,0.005
0.75,6.19691188891643e-05,0.318261253580529,0.172131648522284,0.005
0.75,5.13502625076787e-05,0.319881492167364,0.173121651558495,0.005
0.75,4.25510239111788e-05,0.321372551073678,0.173981072381053,0.005
0.75,3.52595984415652e-05,0.322322986242537,0.174497458207283,0.005
0.75,2.92176114223613e-05,0.32299839379007,0.174828271490084,0.005
0.75,2.42109625452162e-05,0.323512219873894,0.175110987602916,0.005
