alpha,lambda,cvm,cvsd
0.25,0.513063256176774,0.778240750934816,0.0759683118471959
0.25,0.425146159248175,0.761155578804426,0.0757338057364104
0.25,0.352294292267927,0.738184690405445,0.0745000754618801
0.25,0.291926119205774,0.713977493030854,0.0724377945824149
0.25,0.24190246888738,0.689023995092284,0.0704288779255536
0.25,0.200450732579232,0.658895129876884,0.0688945624406444
0.25,0.166102050865208,0.628630741653777,0.0674271016744361
0.25,0.137639264005796,0.601321855400423,0.0666111654746247
0.25,0.114053781379441,0.576535517080204,0.0662291282906714
0.25,0.0945098416568216,0.55335569381126,0.0663936013084209
0.25,0.0783148972525658,0.532601228672937,0.0672368981575631
0.25,0.0648950736151958,0.514547210345332,0.0682801995426399
0.25,0.0537748337451047,0.498447996329751,0.0694000757852408
0.25,0.0445601273443432,0.484013940161932,0.070508028585308
0.25,0.0369244274813744,0.47071284921199,0.0709777952993962
0.25,0.0305971599742378,0.458886788262462,0.0711967521592664
0.25,0.0253541154825308,0.447886117654423,0.0713034173673728
0.25,0.0210095045567222,0.437423675396386,0.071352250096729
0.25,0.0174093741121854,0.427847238589383,0.0713339665748159
0.25,0.0144261520379859,0.419757962753452,0.0714758911417152
0.25,0.0119541266263799,0.412845407712266,0.0716459149711894
0.25,0.00990570063473944,0.406563807396814,0.071803685906079
0.25,0.0082082872410389,0.400830374576166,0.0718083234529777
0.25,0.0068017378998022,0.395733059611308,0.071789336143104
0.25,0.00563621095352289,0.39124306463286,0.0720737054740081
0.25,0.00467040547292115,0.386031161151219,0.0717651524286675
0.25,0.00387009774143708,0.382814784752949,0.0713743992103923
0.25,0.00320692852368307,0.377091557667119,0.0708787579759303
0.25,0.00265739814421152,0.374734639118881,0.0703884280757209
0.25,0.00220203376679833,0.369446396397646,0.0698999646814284
0.25,0.00182469936643941,0.367527292400509,0.0694687500657271
0.25,0.00151202394263254,0.364152654720269,0.0697028889660887
0.25,0.0012529277124457,0.363066062812506,0.0698527135703728
0.25,0.00103822949382748,0.361401022863727,0.0700878782719048
0.25,0.00086032136662472,0.360605018479362,0.0704154975184946
0.25,0.00071289908278604,0.359628001243294,0.0705266167418751
0.25,0.000590738672725385,0.358684391948696,0.0708414457251165
0.25,0.000489511331799659,0.357888316398946,0.0709831451606922
0.25,0.000405630027326259,0.35752902547572,0.0712698456018712
0.25,0.000336122390596753,0.357005516523453,0.0712798617296782
0.25,0.000278525389762638,0.356582999334912,0.0714108240421242
0.25,0.000230798051283344,0.356248527100346,0.0714704410880425
0.25,0.000191249137184888,0.356369230406637,0.0717012038820085
0.25,0.000158477215342952,0.356586985423792,0.0721748317215971
0.25,0.000131320999156072,0.356556920906259,0.0722918189089205
0.25,0.000108818196874736,0.356338257877949,0.072297956990329
0.25,9.01714123953278e-05,0.356340026688144,0.072413002113824
0.25,7.47198891994877e-05,0.356540871740182,0.0725918653001554
0.25,6.19160961736583e-05,0.356845997003074,0.0727885437495906
0.25,5.13063256176775e-05,0.357102844562094,0.0729741143329825
0.5,0.256531628088387,0.777491096597826,0.0760657394538887
0.5,0.212573079624088,0.749924484691704,0.0756354538856572
0.5,0.176147146133964,0.718062222434975,0.0742703507015976
0.5,0.145963059602887,0.688650199308117,0.0722005031413379
0.5,0.12095123444369,0.660042473487262,0.0702238387851943
0.5,0.100225366289616,0.624613899053294,0.0696161302240468
0.5,0.083051025432604,0.590856972693155,0.0690385548875448
0.5,0.0688196320028979,0.56130540018729,0.0686266177145712
0.5,0.0570268906897203,0.53583179718299,0.0682736727201484
0.5,0.0472549208284108,0.513382925185801,0.0681582256301007
