alpha,lambda,cvm,cvsd
0.25,0.468061277684646,0.60373937674468,0.0869192491197502
0.25,0.387855595006512,0.589047966135957,0.0866901461913489
0.25,0.3213937357134,0.569811865233489,0.0859352425017021
0.25,0.266320596339677,0.550242532070448,0.0854132780076963
0.25,0.220684637419223,0.527183923000434,0.0848328358609741
0.25,0.182868729877496,0.500054382179844,0.0840492516563392
0.25,0.151532851394102,0.472913453519463,0.0835274297114835
0.25,0.125566602157786,0.445406095668587,0.0802269816360643
0.25,0.104049857389969,0.419761925391718,0.0758972883365918
0.25,0.0862201623427581,0.397562719629917,0.0730792619262882
0.25,0.0714457143996841,0.378371069184407,0.0706743712397045
0.25,0.0592029748887381,0.361482464733706,0.0694152863045623
0.25,0.0490581172730502,0.346580669022953,0.0691693569321085
0.25,0.0406516543281706,0.332550496026249,0.0698732296854648
0.25,0.0336856995636254,0.321756800515549,0.071054253472736
0.25,0.0279134114919524,0.314484494659967,0.073020415943471
0.25,0.0231302466985253,0.308827964565953,0.0755117957868195
0.25,0.0191667117610789,0.303863105514991,0.0785544097431776
0.25,0.0158823571802069,0.299579778179813,0.082019447157563
0.25,0.0131608004932751,0.297333456848275,0.0856740962849659
0.25,0.0109056022137348,0.296448068731311,0.0896172365133557
0.25,0.0090368484580394,0.295975549058694,0.09349741879242
0.25,0.00748831916413735,0.294798228574228,0.0970084246163047
0.25,0.00620514155619165,0.294364572149196,0.101485451077592
0.25,0.00514184570507848,0.294471846133925,0.105946733038198
0.25,0.00426075328264718,0.29514575812367,0.110104972169355
0.25,0.00353064241458246,0.296579717325686,0.114106680977031
0.25,0.00292564132037797,0.299350967649004,0.11838807679895
0.25,0.00242431153609624,0.302450818888177,0.122311543661831
0.25,0.00200888823353439,0.307041567263222,0.126091006555507
0.25,0.00166465071619108,0.311420321063041,0.128982024242736
0.25,0.00137940078529912,0.315047533768406,0.130044141984907
0.25,0.00114303049160819,0.319529259230496,0.13394226610888
0.25,0.000947163956023662,0.324392907063834,0.136002807368923
0.25,0.00078486056686746,0.329578132369575,0.140348520017666
0.25,0.000650369036433351,0.333605527210161,0.141671217460997
0.25,0.000538923601728962,0.338503690427398,0.145447244585275
0.25,0.00044657514769352,0.34235793849114,0.146553111116182
0.25,0.000370051268672749,0.345684594214358,0.147639176972422
0.25,0.000306640309371381,0.349887550113362,0.148805578550115
0.25,0.000254095276226519,0.352779579192963,0.150563447571967
0.25,0.00021055421426162,0.359739123683869,0.15532450535264
0.25,0.000174474227941988,0.36285938798017,0.156689356654268
0.25,0.000144576808033529,0.365359569686778,0.157939254720746
0.25,0.000119802527099383,0.367751682518773,0.15919172486752
0.25,9.92734982506312e-05,0.370553862695332,0.160300570653067
0.25,8.22622668613877e-05,0.373110344298766,0.16148292135661
0.25,6.81660329133323e-05,0.375278280186625,0.162620909376852
0.25,5.64852905278074e-05,0.377384810821162,0.163707430151433
0.25,4.68061277684648e-05,0.37931878937979,0.164642485082822
0.5,0.234030638842323,0.602710317677021,0.0869741175338011
0.5,0.193927797503256,0.577120017627979,0.0869962546830461
0.5,0.1606968678567,0.546066289049133,0.0862405744003692
0.5,0.133160298169839,0.516175866204929,0.0863498221786806
0.5,0.110342318709612,0.486756468173289,0.0871869546384085
0.5,0.0914343649387478,0.457243181663819,0.0880276343498784
0.5,0.0757664256970512,0.428567807866851,0.0883486179567992
0.5,0.0627833010788929,0.398767314575549,0.0840994018676937
0.5,0.0520249286949843,0.373270150832857,0.0807716570860054
0.5,0.043110081171379,0.351905856667532,0.0793558326896136
0.5,0.0357228571998421,0.333180282430088,0.0785507166293032
0.5,0.029601487444369,0.316625006468727,0.0782670291531731
0.5,0.0245290586365251,0.301806269818739,0.0781023621479195
0.5,0.0203258271640853,0.288674490492029,0.0778817850725179
0.5,0.0168428497818127,0.278732343717435,0.0779776925291388
0.5,0.0139567057459762,0.27103260704252,0.0787388272074329
0.5,0.0115651233492626,0.264514517847753,0.0800712877470364
0.5,0.00958335588053944,0.260082507640143,0.0828788918629605
0.5,0.00794117859010345,0.258507893815079,0.086540653672216
0.5,0.00658040024663757,0.259434288518556,0.0906622833244701
0.5,0.00545280110686741,0.261270742898095,0.0944442182775119
0.5,0.0045184242290197,0.263357703526842,0.097923620323453
0.5,0.00374415958206868,0.266689705243492,0.101584360402292
0.5,0.00310257077809582,0.271368227323218,0.10648620670958
0.5,0.00257092285253924,0.276798353490388,0.111789191931474
0.5,0.00213037664132359,0.282947331781605,0.117007188659942
0.5,0.00176532120729123,0.289159247290831,0.121902351049035
0.5,0.00146282066018898,0.29634369238588,0.12620464298637
0.5,0.00121215576804812,0.302686206071097,0.129888975966601
0.5,0.00100444411676719,0.305414743918224,0.131079926730216
0.5,0.000832325358095542,0.312457389814117,0.135063640038581
0.5,0.000689700392649558,0.316416564612185,0.136435806447234
0.5,0.000571515245804094,0.325795787441991,0.141246696482966
0.5,0.000473581978011831,0.330896355120645,0.142310347632848
0.5,0.00039243028343373,0.334187588895323,0.14378704220841
