alpha,lambda,cvm,cvsd
0.25,0.845382967797089,0.649818585289695,0.046405728614825
0.25,0.700520486559502,0.612698548668459,0.0448291039553988
0.25,0.580481238424179,0.559407825610959,0.0416478311375906
0.25,0.481011582997933,0.50536621102755,0.0383822605716574
0.25,0.398586771910628,0.456451536938781,0.0357500762303039
0.25,0.330286047899221,0.413498230800251,0.0333772795267193
0.25,0.273689146566425,0.377159389801469,0.0315523545089904
0.25,0.226790533311035,0.346480449982912,0.030298664688841
0.25,0.187928336380049,0.320501551009986,0.0295001240237591
0.25,0.155725457755931,0.298083194879994,0.0289129342285784
0.25,0.12904077511894,0.277849766937647,0.0281086548650501
0.25,0.106928705705876,0.260405917292441,0.0273931823169831
0.25,0.0886056991938797,0.245091460251262,0.0268040229500864
0.25,0.0734224722707446,0.230866642829437,0.0261688215696765
0.25,0.060841001012276,0.218114882470911,0.0255542381407258
0.25,0.050415455782067,0.207045089273349,0.0250075403884906
0.25,0.0417764030739848,0.197556496923945,0.0245454386111253
0.25,0.0346177144831217,0.189423203164953,0.0241763963544824
0.25,0.0286857189191857,0.182571169599551,0.0238998169765139
0.25,0.0237702136665241,0.176755074473135,0.0237040413505876
0.25,0.0196970157639769,0.171672413736613,0.0236208858240989
0.25,0.0163217897596242,0.167029563447389,0.0235590928748273
0.25,0.0135249331243662,0.162840396491615,0.0235169377224829
0.25,0.011207338086849,0.158967102902551,0.0233596717153715
0.25,0.00928687970860647,0.155439911625042,0.0231649368872047
0.25,0.00769550575290757,0.15254181553485,0.0230050626249294
0.25,0.0063768252256085,0.14995861676326,0.0229623677035122
0.25,0.00528411013695793,0.147659692549682,0.0228779036327892
0.25,0.00437863967595836,0.14568688193078,0.0229015783483931
0.25,0.00362832812241768,0.143724969282338,0.0227540040892556
0.25,0.00300658787618681,0.142423436698566,0.0227155512762545
0.25,0.00249138731455472,0.140988264032445,0.0227461803059841
0.25,0.00206447009258761,0.139664712200534,0.02275569221737
0.25,0.00171070822199736,0.139031883925351,0.0228383025083501
